t,s,open_p,close_p,high_p,low_p,volume,close_rtn,sign_a,sign_b,stock,time
2017-01-04 12:30:00,0,51.032428,51.041959000000006,51.041959000000006,50.956175,25910.0,-0.0122240181802,-0.0122240181802,0.485852430997,0,2017-01-04 12:30:00
2017-01-04 12:45:00,0,51.156562,51.032445,51.160575,51.032445,19398.0,-0.00018640071344399998,0.00243246616179,0.366597276884,0,2017-01-04 12:45:00
2017-01-04 13:00:00,0,51.266715000000005,51.324296999999994,51.357884999999996,51.257118,19537.0,0.00571895156451,0.0021532450699499996,0.376511988468,0,2017-01-04 13:00:00
2017-01-04 13:15:00,0,50.970971,50.985267,50.985267,50.937616999999996,16096.0,-0.00660565027016,-0.0057687246401300005,0.326807736507,0,2017-01-04 13:15:00
2017-01-04 13:30:00,0,50.91953,50.957608,50.986166,50.91953,19681.0,-0.0005424852754330001,-0.0010092209939,0.411857029255,0,2017-01-04 13:30:00
2017-01-04 13:45:00,0,50.988401,50.900661,51.005454,50.900661,32815.0,-0.0011175386879600001,0.00135253794468,0.6938556298199999,0,2017-01-04 13:45:00
2017-01-04 14:00:00,0,50.986509999999996,51.072379,51.09146,50.986509999999996,37400.0,0.00337358968211,-3.70803616456e-05,0.8153255034469999,0,2017-01-04 14:00:00
2017-01-04 14:15:00,0,50.86053,50.853407000000004,50.908019,50.851033,23656.0,-0.0042874732717,-0.0024708485382399998,0.695233057074,0,2017-01-04 14:15:00
2017-01-04 14:30:00,0,50.753221,50.781653999999996,50.810087,50.724788000000004,39984.0,-0.00141098589963,-0.00210987730827,1.17573027364,0,2017-01-04 14:30:00
2017-01-04 14:45:00,0,51.046177,51.065231,51.074758,50.989014000000005,32630.0,0.0055842367692600006,0.00577215994632,0.976308876242,0,2017-01-04 14:45:00
2017-01-04 15:00:00,0,50.86827,50.896741999999996,50.925213,50.858779999999996,34726.0,-0.0032994765942300002,-0.0034852037447800003,1.03870077156,0,2017-01-04 15:00:00
